neg,neu,pos,compound,Text,Processed_Text
0.0,1.0,0.0,0.0,productlink httpswwwamazonintizumslim15mhdmicabledpb01m4ggivurefsr127qid1672909125selectronicssr127,productlink httpswwwamazonintizumslimmhdmicabledpbmggivurefsrqidselectronicssr
0.0,1.0,0.0,0.0,productid b08b42lwkn,productid bblwkn
0.0,0.838,0.162,0.4019,productnam oneplu 80 cm 32 inch seri hd readi led smart android tv 32y1 black,productnam oneplu cm inch seri hd readi led smart android tv y black
0.0,1.0,0.0,0.0,categori electronicshometheatertvvideotelevisionssmarttelevis,categori electronicshometheatertvvideotelevisionssmarttelevis
0.0,1.0,0.0,0.0,rate 42,rate
0.0,1.0,0.0,0.0,ratingcount 34899,ratingcount
0.028,0.858,0.113,0.8555,aboutproduct resolut hd readi 1366x768 refresh rate 60 hertzconnect 2 hdmi port connect set top box blu ray player game consol 2 usb port connect hard drive usb devic dimensionstv stand 713cm20cm469cm vesa hole pitch 20cm20cmsound 20 watt output dolbi audiosmart tv featur android tv 90 oneplu connect googl assist play store chromecast share album support app netflix youtub prime video content calendar oxygenplaydisplay led panel nois reduct colour space map dynam contrast antialias dcip3 93 colour gamut gamma enginewarranti inform 1 year comprehens warranti addit 1 year panel provid manufactur date purchaseinstallationwal mountingdemo arrang amazon home servic inform pleas contact amazon custom support wall mount includ box charg extra time installationeasi return product elig replac within 10 day deliveri case product defect damag featur match descript provid,aboutproduct resolut hd readi x refresh rate hertzconnect hdmi port connect set top box blu ray player game consol usb port connect hard drive usb devic dimensionstv stand cmcmcm vesa hole pitch cmcmsound watt output dolbi audiosmart tv featur android tv oneplu connect googl assist play store chromecast share album support app netflix youtub prime video content calendar oxygenplaydisplay led panel nois reduct colour space map dynam contrast antialias dcip colour gamut gamma enginewarranti inform year comprehens warranti addit year panel provid manufactur date purchaseinstallationwal mountingdemo arrang amazon home servic inform pleas contact amazon custom support wall mount includ box charg extra time installationeasi return product elig replac within day deliveri case product defect damag featur match descript provid
0.0,1.0,0.0,0.0,productlink httpswwwamazoninoneplusinchesreadyandroid32y1dpb08b42lwknrefsr129qid1672909125selectronicssr129,productlink httpswwwamazoninoneplusinchesreadyandroidydpbblwknrefsrqidselectronicssr
0.0,1.0,0.0,0.0,productid b094jnxnpv,productid bjnxnpv
0.0,1.0,0.0,0.0,productnam ambran unbreak 3 1 fast charg braid multipurpos cabl speaker 21 speed 125 meter black,productnam ambran unbreak fast charg braid multipurpos cabl speaker speed meter black
0.0,1.0,0.0,0.0,categori computersaccessoriesaccessoriesperipheralscablesaccessoriescablesusbc,categori computersaccessoriesaccessoriesperipheralscablesaccessoriescablesusbc
0.0,1.0,0.0,0.0,rate 40,rate
0.0,1.0,0.0,0.0,ratingcount 2766,ratingcount
0.021,0.895,0.084,0.6808,aboutproduct blaze charg combin 3 1 cabl support fast charg speed 21a gadget includ mobil tablet speaker much moreultra durabl cabl craft braid wire give extra tough braid cabl 10000 bend lifespan cycleunivers compat 3 1 cabl give univers compat flexibl highqual materi come usb type c connector micro usb connector lightn connectorconveni length durabl flexibl cabl come ideal length 125 meter elimin struggl find nearbi switch boards180 day manufactur warranti date purchas,aboutproduct blaze charg combin cabl support fast charg speed a gadget includ mobil tablet speaker much moreultra durabl cabl craft braid wire give extra tough braid cabl bend lifespan cycleunivers compat cabl give univers compat flexibl highqual materi come usb type c connector micro usb connector lightn connectorconveni length durabl flexibl cabl come ideal length meter elimin struggl find nearbi switch boards day manufactur warranti date purchas
0.0,1.0,0.0,0.0,productlink httpswwwamazoninambraneunbreakablechargingbraidedmultipurposedpb094jnxnpvrefsr131qid1672909125selectronicssr131,productlink httpswwwamazoninambraneunbreakablechargingbraidedmultipurposedpbjnxnpvrefsrqidselectronicssr
0.0,1.0,0.0,0.0,productid b09w5xr9rt,productid bwxrrt
0.0,1.0,0.0,0.0,productnam duracel usb c lightn appl certifi mfi braid sync charg cabl iphon ipad ipod fast charg lightn cabl 39 feet 12m black,productnam duracel usb c lightn appl certifi mfi braid sync charg cabl iphon ipad ipod fast charg lightn cabl feet m black
0.0,1.0,0.0,0.0,categori computersaccessoriesaccessoriesperipheralscablesaccessoriescablesusbc,categori computersaccessoriesaccessoriesperipheralscablesaccessoriescablesusbc
0.0,1.0,0.0,0.0,rate 44,rate
0.0,1.0,0.0,0.0,ratingcount 184,ratingcount
0.033,0.895,0.072,0.4215,aboutproduct 12m tangl free durabl tough braid sync charg cablesupport io devic max output 24aensur fast stabl data transmiss 480 mbpsup 10000 bend 10000 plug unplug test ensur cabl longer lifespancompat design work flawlessli mfi appl devic iphon imac ipad etc2 year warranti,aboutproduct m tangl free durabl tough braid sync charg cablesupport io devic max output aensur fast stabl data transmiss mbpsup bend plug unplug test ensur cabl longer lifespancompat design work flawlessli mfi appl devic iphon imac ipad etc year warranti
0.0,1.0,0.0,0.0,productlink httpswwwamazoninduracelllightningcertifiedbraidedchargingdpb09w5xr9rtrefsr132qid1672909125selectronicssr132,productlink httpswwwamazoninduracelllightningcertifiedbraidedchargingdpbwxrrtrefsrqidselectronicssr
0.0,1.0,0.0,0.0,productid b077z65hsd,productid bzhsd
0.0,1.0,0.0,0.0,productnam boat a400 usb typec usba 20 male data cabl 2 meter black,productnam boat a usb typec usba male data cabl meter black
0.0,1.0,0.0,0.0,categori computersaccessoriesaccessoriesperipheralscablesaccessoriescablesusbc,categori computersaccessoriesaccessoriesperipheralscablesaccessoriescablesusbc
0.0,1.0,0.0,0.0,rate 43,rate
0.0,1.0,0.0,0.0,ratingcount 20850,ratingcount
0.0,0.861,0.139,0.891,aboutproduct 2 meter special revers typec usb male userfriendli design help insert connector right way timedata sync charg appl new macbook 12 inch nexu 5x nexu 6p oneplu 2 pixel c lumia 950 lumia 950 xl nokia n1 chromebook googl pixel asu zenphone3 usbc devicessupport maximum 3a fast charg speed data sync 480 mbpsaesthet design aluminium end highdens boat premium nylon braid wrap around entir length tangl free cabl reinforc ad durabilityon end normal usb type end usb type c,aboutproduct meter special revers typec usb male userfriendli design help insert connector right way timedata sync charg appl new macbook inch nexu x nexu p oneplu pixel c lumia lumia xl nokia n chromebook googl pixel asu zenphone usbc devicessupport maximum a fast charg speed data sync mbpsaesthet design aluminium end highdens boat premium nylon braid wrap around entir length tangl free cabl reinforc ad durabilityon end normal usb type end usb type c
0.0,1.0,0.0,0.0,productlink httpswwwamazonina400typeccablemeterblackdpb077z65hsdrefsr133qid1672909125selectronicssr133,productlink httpswwwamazoninatypeccablemeterblackdpbzhsdrefsrqidselectronicssr
0.0,1.0,0.0,0.0,productid b00nh11pey,productid bnhpey
0.0,1.0,0.0,0.0,productnam amazonbas usb 20 amal afemal extens cabl person comput printer black 98 feet3 meter,productnam amazonbas usb amal afemal extens cabl person comput printer black feet meter
0.0,1.0,0.0,0.0,categori computersaccessoriesaccessoriesperipheralscablesaccessoriescablesusbc,categori computersaccessoriesaccessoriesperipheralscablesaccessoriescablesusbc
0.0,1.0,0.0,0.0,rate 45,rate
0.0,1.0,0.0,0.0,ratingcount 74976,ratingcount
0.031,0.888,0.081,0.4927,aboutproduct one 98footlong 3 meter usb 20 amal afemal highspe extens cableextend usb connect comput 98 feet use printer camera mice keyboard usb comput peripheralsconstruct corrosionresist goldplat connector optim signal clariti shield minim interferencefeatur shield provid protect nois electromagnet radiofrequ signal keep signal clear less loss bandwidth higher performancetyp male connector plug comput femal connect cabl need extended1 year limit warranti,aboutproduct one footlong meter usb amal afemal highspe extens cableextend usb connect comput feet use printer camera mice keyboard usb comput peripheralsconstruct corrosionresist goldplat connector optim signal clariti shield minim interferencefeatur shield provid protect nois electromagnet radiofrequ signal keep signal clear less loss bandwidth higher performancetyp male connector plug comput femal connect cabl need extended year limit warranti
0.0,1.0,0.0,0.0,productlink httpswwwamazoninamazonbasicsextensioncablemalefemaledpb00nh11peyrefsr134qid1672909125selectronicssr134,productlink httpswwwamazoninamazonbasicsextensioncablemalefemaledpbnhpeyrefsrqidselectronicssr
0.0,1.0,0.0,0.0,productid b09cmm3vgk,productid bcmmvgk
0.0,1.0,0.0,0.0,productnam ambran 60w 3a type c fast charg unbreak 15m l shape braid cabl pd technolog 480mbp data transfer smartphon tablet laptop type c devic ablc10 black,productnam ambran w a type c fast charg unbreak m l shape braid cabl pd technolog mbp data transfer smartphon tablet laptop type c devic ablc black
0.0,1.0,0.0,0.0,categori computersaccessoriesaccessoriesperipheralscablesaccessoriescablesusbc,categori computersaccessoriesaccessoriesperipheralscablesaccessoriescablesusbc
0.0,1.0,0.0,0.0,rate 40,rate
0.0,1.0,0.0,0.0,ratingcount 1934,ratingcount
0.0,0.732,0.268,0.8989,aboutproduct stay ahead never miss 3a 30w fast charg devicesit support quick charg 20 30 technolog keep devic boost upit lshape provid durabl comfort charg favourit gadgetsit come upto 60w flash charg support make alway stay aheadcraft conveni allow charg sync data one cabl,aboutproduct stay ahead never miss a w fast charg devicesit support quick charg technolog keep devic boost upit lshape provid durabl comfort charg favourit gadgetsit come upto w flash charg support make alway stay aheadcraft conveni allow charg sync data one cabl
0.0,1.0,0.0,0.0,productlink httpswwwamazoninambranechargingunbreakablebraidedconnectordpb09cmm3vgkrefsr135qid1672909125selectronicssr135,productlink httpswwwamazoninambranechargingunbreakablebraidedconnectordpbcmmvgkrefsrqidselectronicssr
0.0,1.0,0.0,0.0,productid b08qsc1xy8,productid bqscxy
0.0,0.966,0.034,0.0516,productnam zoul usb c 60w fast charg 3a 6ft2m long type c nylon braid data cabl quick charger cabl qc 30 samsung galaxi m31 m30 s10 s9 s20 plu note 10 9 8 a20 a40 a50 a70 2m grey,productnam zoul usb c w fast charg a ftm long type c nylon braid data cabl quick charger cabl qc samsung galaxi m m s s s plu note a a a a m grey
0.0,1.0,0.0,0.0,categori computersaccessoriesaccessoriesperipheralscablesaccessoriescablesusbc,categori computersaccessoriesaccessoriesperipheralscablesaccessoriescablesusbc
0.0,1.0,0.0,0.0,rate 43,rate
0.0,1.0,0.0,0.0,ratingcount 974,ratingcount
0.0,0.896,0.104,0.8519,aboutproduct 3aqc 30 fast charg data sync usb c cabl support qc 30 fast charg data sync max current 30a transfer speed 480mbp builtin 56k pullup resistor strong metal connect provid reliabl conduct stabilitynylon braid tanglefre design premium nylon braid type c cablelead add addit durabl tangl free test lifespan 10000 bend testsaf reliabl highpur copper wire featur antioxid antirust keep longlast fast charg perform type c cabl fast charg safeti certif need worri cabl qualiti allwhat get premium nylon braid cabl 6ft2m friendli custom servic,aboutproduct aqc fast charg data sync usb c cabl support qc fast charg data sync max current a transfer speed mbp builtin k pullup resistor strong metal connect provid reliabl conduct stabilitynylon braid tanglefre design premium nylon braid type c cablelead add addit durabl tangl free test lifespan bend testsaf reliabl highpur copper wire featur antioxid antirust keep longlast fast charg perform type c cabl fast charg safeti certif need worri cabl qualiti allwhat get premium nylon braid cabl ftm friendli custom servic
0.0,1.0,0.0,0.0,productlink httpswwwamazoninchargingbraidedchargersamsunggalaxydpb08qsc1xy8refsr136qid1672909125selectronicssr136,productlink httpswwwamazoninchargingbraidedchargersamsunggalaxydpbqscxyrefsrqidselectronicssr
0.0,1.0,0.0,0.0,productid b008fwzgsg,productid bfwzgsg
0.0,1.0,0.0,0.0,productnam samsung origin type c c cabl 328 feet 1 meter white,productnam samsung origin type c c cabl feet meter white
0.0,1.0,0.0,0.0,categori computersaccessoriesaccessoriesperipheralscablesaccessoriescablesusbc,categori computersaccessoriesaccessoriesperipheralscablesaccessoriescablesusbc
0.0,1.0,0.0,0.0,rate 43,rate
0.0,1.0,0.0,0.0,ratingcount 355,ratingcount
0.0,1.0,0.0,0.0,aboutproduct usb typec typec cabl univers compatibility1m length revers designhigh speed datacharg usb 20,aboutproduct usb typec typec cabl univers compatibilitym length revers designhigh speed datacharg usb
0.0,1.0,0.0,0.0,productlink httpswwwamazoninsamsungoriginaltypecablemeterdpb008fwzgsgrefsr137qid1672909125selectronicssr137,productlink httpswwwamazoninsamsungoriginaltypecablemeterdpbfwzgsgrefsrqidselectronicssr
0.0,1.0,0.0,0.0,productid b0b4hjnpv4,productid bbhjnpv
0.0,1.0,0.0,0.0,productnam ptron solero t351 35amp fast charg typec typec pd data charg usb cabl made india 480mbp data sync durabl 1 meter long cabl typec smartphon tablet laptop black,productnam ptron solero t amp fast charg typec typec pd data charg usb cabl made india mbp data sync durabl meter long cabl typec smartphon tablet laptop black
0.0,1.0,0.0,0.0,categori computersaccessoriesaccessoriesperipheralscablesaccessoriescablesusbc,categori computersaccessoriesaccessoriesperipheralscablesaccessoriescablesusbc
0.0,1.0,0.0,0.0,rate 39,rate
0.0,1.0,0.0,0.0,ratingcount 1075,ratingcount
0.023,0.861,0.116,0.8885,aboutproduct univers compat solero t351 usb charg cabl connect usb typec devic usb typec devic like laptop hard drive power bank wall charger car charger etcultim speed charg builtin superconduct copper wire enabl secur real 35amp output charg devic superfast charg speedfast data sync compli usb 20 type c standard usb 20 c c cabl support data transfer speed 480mbp allow transfer 100 song everi 5 secondsultra durabl connector mold strain relief enabl typec cabl resist 10000 plug unplug test premium pvc cabl exterior enabl withstand 10000 bend tests1 meter long engin test compat usbc devic ensur safe charg flexibl design offer user tanglefre experi 6 month warranti manufactur,aboutproduct univers compat solero t usb charg cabl connect usb typec devic usb typec devic like laptop hard drive power bank wall charger car charger etcultim speed charg builtin superconduct copper wire enabl secur real amp output charg devic superfast charg speedfast data sync compli usb type c standard usb c c cabl support data transfer speed mbp allow transfer song everi secondsultra durabl connector mold strain relief enabl typec cabl resist plug unplug test premium pvc cabl exterior enabl withstand bend tests meter long engin test compat usbc devic ensur safe charg flexibl design offer user tanglefre experi month warranti manufactur
0.0,1.0,0.0,0.0,productlink httpswwwamazoninptron35ampscharging480mbpssmartphonesdpb0b4hjnpv4refsr138qid1672909125selectronicssr138,productlink httpswwwamazoninptronampschargingmbpssmartphonesdpbbhjnpvrefsrqidselectronicssr
0.0,1.0,0.0,0.0,productid b08y1sjvv5,productid bysjvv
0.0,0.883,0.117,0.5106,productnam ptron solero mb301 3a micro usb data charg cabl made india 480mbp data sync strong durabl 15meter nylon braid usb cabl micro usb devic black,productnam ptron solero mb a micro usb data charg cabl made india mbp data sync strong durabl meter nylon braid usb cabl micro usb devic black
0.0,1.0,0.0,0.0,categori computersaccessoriesaccessoriesperipheralscablesaccessoriescablesusbc,categori computersaccessoriesaccessoriesperipheralscablesaccessoriescablesusbc
0.0,1.0,0.0,0.0,rate 39,rate
0.0,1.0,0.0,0.0,ratingcount 24871,ratingcount
0.049,0.852,0.099,0.7351,aboutproduct fast charg data sync solero mb301 micro usb cabl support fast charg 5v3a devic data sync speed 480mbpsunivers compat usb charg cabl connect micro usb port devic standard usb port devic like laptop hard drive power bank wall car charger etcrough tough usb cabl charg cabl doublebraid exterior premium aramid fiber core metal plug pass 10000 bend test easili withstand daili useextend length 15meter long micro usb data charg cabl use nylon materi protect wire avoid knotsperfect fit connector ptron soler mb301 pass 5kg load test swing test 5000 time connect disconnect ensur loos connect,aboutproduct fast charg data sync solero mb micro usb cabl support fast charg va devic data sync speed mbpsunivers compat usb charg cabl connect micro usb port devic standard usb port devic like laptop hard drive power bank wall car charger etcrough tough usb cabl charg cabl doublebraid exterior premium aramid fiber core metal plug pass bend test easili withstand daili useextend length meter long micro usb data charg cabl use nylon materi protect wire avoid knotsperfect fit connector ptron soler mb pass kg load test swing test time connect disconnect ensur loos connect
0.0,1.0,0.0,0.0,productlink httpswwwamazoninsoleromb301charging480mbps15meterdpb08y1sjvv5refsr139qid1672909125selectronicssr139,productlink httpswwwamazoninsolerombchargingmbpsmeterdpbysjvvrefsrqidselectronicssr
0.0,1.0,0.0,0.0,productid b07xlcfssn,productid bxlcfssn
0.0,0.93,0.07,0.0516,productnam amazonbas nylon braid usbc lightn cabl fast charg mfi certifi smartphon iphon charger 6foot dark grey,productnam amazonbas nylon braid usbc lightn cabl fast charg mfi certifi smartphon iphon charger foot dark grey
0.0,1.0,0.0,0.0,categori computersaccessoriesaccessoriesperipheralscablesaccessoriescablesusbc,categori computersaccessoriesaccessoriesperipheralscablesaccessoriescablesusbc
0.0,1.0,0.0,0.0,rate 44,rate
0.0,1.0,0.0,0.0,ratingcount 13552,ratingcount
0.0,0.953,0.047,0.5423,aboutproduct fast charg use 18w higher usbc wall charger power deliveri charg iphon 50 batteri 30 minut support model includ iphon 8 8 plu x xs xr xs max 11 11 pro 11 pro max ipad highspe data transfer 480 mbp transfer music movi secondsdur friendli design built top rate materi test withstand x bend cycl featur textur groov connector end improv gripcertifi chip appl mfi certifi charg sync cabl appl devic improv chipset ensur full compatibilitythi cabl compat standard usb charger laptop port work type c adapt laptop port pleas check port adapt buy cableconnector type usb type c,aboutproduct fast charg use w higher usbc wall charger power deliveri charg iphon batteri minut support model includ iphon plu x xs xr xs max pro pro max ipad highspe data transfer mbp transfer music movi secondsdur friendli design built top rate materi test withstand x bend cycl featur textur groov connector end improv gripcertifi chip appl mfi certifi charg sync cabl appl devic improv chipset ensur full compatibilitythi cabl compat standard usb charger laptop port work type c adapt laptop port pleas check port adapt buy cableconnector type usb type c
0.0,1.0,0.0,0.0,productlink httpswwwamazoninamazonbasicsapplecertifiedlightningchargingdpb07xlcfssnrefsr140qid1672909125selectronicssr140,productlink httpswwwamazoninamazonbasicsapplecertifiedlightningchargingdpbxlcfssnrefsrqidselectronicssr
0.0,1.0,0.0,0.0,productid b09rzs1nqt,productid brzsnqt
0.0,1.0,0.0,0.0,productnam sounc 65w oneplu dash warp charg cabl 65a typec usb c pd data sync fast charg cabl compat one plu 8t 9 9r 9 pro 9rt 10r nord type c devic red 1 meter,productnam sounc w oneplu dash warp charg cabl a typec usb c pd data sync fast charg cabl compat one plu t r pro rt r nord type c devic red meter
0.0,1.0,0.0,0.0,categori computersaccessoriesaccessoriesperipheralscablesaccessoriescablesusbc,categori computersaccessoriesaccessoriesperipheralscablesaccessoriescablesusbc
0.0,1.0,0.0,0.0,rate 40,rate
0.0,1.0,0.0,0.0,ratingcount 576,ratingcount
0.0,0.875,0.125,0.9741,aboutproduct usb c usb c cord 1m 1 meter usb c fast charger cabl enjoy conveni charg usb c laptop tablet smartphon perfect use sofa bed car places65 amp usb c cabl highspe data charg type c type c cabl perfect match 60w 45w 30w 18w 15w usbc power adapt support pd 30 qc 30 fast charg devic data transfer speed 480mbp usb 20 note support video transferusb c usb c fast charg cabl 6ft newest usb c c cabl support warp charg one plu 8t one plu 99 pro fast charg macbook air 13 inch 202020192018 macbook pro 131516 inch 20202019201820172016 ipad mini 2021 ipad pro 12911 inch 2020 googl pixel 66 pro54a4 xl43a xl3a3 xl32 xl2 samsung galaxi s21 fe 5gs20 fe 5gnote 20 ultranot 20s20s20s20 ultra galaxi z flip 3 galaxi z fold 3 deviceson plu 8t warp charg cabl wrap premium silicon coat highqual pure copper core prolong bend lifespan usb c connector design advanc emark chip higher effici safer charg one plu 8t output deliveri 65a 10v max 65 charg capac take 30 minut save valu timewhat get usb c superfast charg cabl one year worryfre replac issu pleas dont hesit contact custom servic,aboutproduct usb c usb c cord m meter usb c fast charger cabl enjoy conveni charg usb c laptop tablet smartphon perfect use sofa bed car places amp usb c cabl highspe data charg type c type c cabl perfect match w w w w w usbc power adapt support pd qc fast charg devic data transfer speed mbp usb note support video transferusb c usb c fast charg cabl ft newest usb c c cabl support warp charg one plu t one plu pro fast charg macbook air inch macbook pro inch ipad mini ipad pro inch googl pixel proa xla xla xl xl samsung galaxi s fe gs fe gnote ultranot sss ultra galaxi z flip galaxi z fold deviceson plu t warp charg cabl wrap premium silicon coat highqual pure copper core prolong bend lifespan usb c connector design advanc emark chip higher effici safer charg one plu t output deliveri a v max charg capac take minut save valu timewhat get usb c superfast charg cabl one year worryfre replac issu pleas dont hesit contact custom servic
0.0,1.0,0.0,0.0,productlink httpswwwamazoninsouncetypeccompatiblesmartphonechargingdpb09rzs1nqtrefsr141qid1672909125selectronicssr141,productlink httpswwwamazoninsouncetypeccompatiblesmartphonechargingdpbrzsnqtrefsrqidselectronicssr
0.0,1.0,0.0,0.0,productid b0b3mmyhyw,productid bbmmyhyw
0.0,0.856,0.144,0.4019,productnam oneplu 126 cm 50 inch seri 4k ultra hd smart android led tv 50y1 pro black,productnam oneplu cm inch seri k ultra hd smart android led tv y pro black
0.0,1.0,0.0,0.0,categori electronicshometheatertvvideotelevisionssmarttelevis,categori electronicshometheatertvvideotelevisionssmarttelevis
0.0,1.0,0.0,0.0,rate 42,rate
0.0,1.0,0.0,0.0,ratingcount 7298,ratingcount
0.031,0.874,0.095,0.7269,aboutproduct resolut 4k ultra hd 3840x2160 bezelless designconnect dualband wifi 3hdmi port connect set top box blu ray player game consol 2 usb port connect hard drive usb devicessound 24 watt output dolbi audio dolbi atmo decodingsmart tv featur android tv oneplu connect ecosystem googl assist chromecast miracast dlna auto low latenc mode support app netflix youtub prime video hotstar sonyliv hungama jiocinema zee5 ero oxygen playdisplay 1 billion color gamma engin memc decod hdr10 hdr10 hlgwarranti inform 1 year comprehens warranti addit 1 year panel provid manufactur date purchaseinstallationwal mountingdemo arrang amazon home servic inform pleas contact amazon custom support wall mount includ box charg extra time instal,aboutproduct resolut k ultra hd x bezelless designconnect dualband wifi hdmi port connect set top box blu ray player game consol usb port connect hard drive usb devicessound watt output dolbi audio dolbi atmo decodingsmart tv featur android tv oneplu connect ecosystem googl assist chromecast miracast dlna auto low latenc mode support app netflix youtub prime video hotstar sonyliv hungama jiocinema zee ero oxygen playdisplay billion color gamma engin memc decod hdr hdr hlgwarranti inform year comprehens warranti addit year panel provid manufactur date purchaseinstallationwal mountingdemo arrang amazon home servic inform pleas contact amazon custom support wall mount includ box charg extra time instal
0.0,1.0,0.0,0.0,productlink httpswwwamazoninoneplus50inchesandroidprodpb0b3mmyhywrefsr142qid1672909125selectronicssr142,productlink httpswwwamazoninoneplusinchesandroidprodpbbmmyhywrefsrqidselectronicssr
0.0,1.0,0.0,0.0,productid b09c6hwg18,productid bchwg
0.0,0.899,0.101,0.4019,productnam duracel type c type c 5a 100w braid sync fast charg cabl 39 feet 12m usb c c cabl support pd qc 30 charg 5 gbp data transmiss black,productnam duracel type c type c a w braid sync fast charg cabl feet m usb c c cabl support pd qc charg gbp data transmiss black
0.0,1.0,0.0,0.0,categori computersaccessoriesaccessoriesperipheralscablesaccessoriescablesusbc,categori computersaccessoriesaccessoriesperipheralscablesaccessoriescablesusbc
0.0,1.0,0.0,0.0,rate 42,rate
0.0,1.0,0.0,0.0,ratingcount 462,ratingcount
0.044,0.858,0.098,0.4215,aboutproduct 10000 bend 10000 plug unplug test ensur cabl longer lifespanensur fast stabl data transmiss 5 gbpscompat design work flawlessli usbc devices2 year warranty12m tangl free durabl tough braid sync charg cabl,aboutproduct bend plug unplug test ensur cabl longer lifespanensur fast stabl data transmiss gbpscompat design work flawlessli usbc devices year warrantym tangl free durabl tough braid sync charg cabl
0.0,1.0,0.0,0.0,productlink httpswwwamazoninduracelltypecbraidedchargecabledpb09c6hwg18refsr143qid1672909125selectronicssr143,productlink httpswwwamazoninduracelltypecbraidedchargecabledpbchwgrefsrqidselectronicssr
0.0,1.0,0.0,0.0,productid b00nh11kik,productid bnhkik
0.0,1.0,0.0,0.0,productnam amazonbas usb 20 cabl amal bmale person comput printer 6 feet 18 meter black,productnam amazonbas usb cabl amal bmale person comput printer feet meter black
0.0,1.0,0.0,0.0,categori computersaccessoriesaccessoriesperipheralscablesaccessoriescablesusbc,categori computersaccessoriesaccessoriesperipheralscablesaccessoriescablesusbc
0.0,1.0,0.0,0.0,rate 45,rate
0.0,1.0,0.0,0.0,ratingcount 107687,ratingcount
0.035,0.965,0.0,-0.1027,aboutproduct one 6footlong 18 meter highspe multishield usb 20 amal bmale cableconnect mice keyboard speedcrit devic extern hard drive printer camera computerconstruct corrosionresist goldplat connector optim signal clariti shield minim interferenceful 20 usb capability480 mbp transfer speed1 year limit warranti,aboutproduct one footlong meter highspe multishield usb amal bmale cableconnect mice keyboard speedcrit devic extern hard drive printer camera computerconstruct corrosionresist goldplat connector optim signal clariti shield minim interferenceful usb capability mbp transfer speed year limit warranti
0.0,1.0,0.0,0.0,productlink httpswwwamazoninamazonbasicsusb20cablemaledpb00nh11kikrefsr144qid1672909125selectronicssr144,productlink httpswwwamazoninamazonbasicsusbcablemaledpbnhkikrefsrqidselectronicssr
0.0,1.0,0.0,0.0,productid b09jpc82qc,productid bjpcqc
0.0,1.0,0.0,0.0,productnam mi 108 cm 43 inch full hd android led tv 4c l43m6inc black,productnam mi cm inch full hd android led tv c lminc black
0.0,1.0,0.0,0.0,categori electronicshometheatertvvideotelevisionssmarttelevis,categori electronicshometheatertvvideotelevisionssmarttelevis
0.0,1.0,0.0,0.0,rate 43,rate
0.0,1.0,0.0,0.0,ratingcount 27151,ratingcount
0.009,0.842,0.149,0.9652,aboutproduct resolut full hd 1920x1080 refresh rate 60 hertz 178 degre wide view angleconnect 3 hdmi port connect set top box bluray player game consol 3 usb port connect hard drive usb devic 35mm connect headphon spdif port connect speakerssound 20 watt power stereo speaker dtshdsmart tv featur android tv 9 chromecast builtin patchwal 4 imdb integr 75 free live channel univers search languag univers 16 languag miracast support app prime video netflix disney hotstar youtub appl tv 5000 app play store quad core processor builtin wifi 1gb ram 8gb storagedisplay led panel vivid pictur engin detail pictur control ultra bright screen dynam contrast dynam backlightwarranti inform 1 year comprehens warranti product 1 year addit panel provid brand date purchaseinstallationwal mountingdemo arrang ah team xiaomi servic partner inform pleas call mi support toll free number pleas visit brand websit toll free numebr wall mount includ box charg extra time instal,aboutproduct resolut full hd x refresh rate hertz degre wide view angleconnect hdmi port connect set top box bluray player game consol usb port connect hard drive usb devic mm connect headphon spdif port connect speakerssound watt power stereo speaker dtshdsmart tv featur android tv chromecast builtin patchwal imdb integr free live channel univers search languag univers languag miracast support app prime video netflix disney hotstar youtub appl tv app play store quad core processor builtin wifi gb ram gb storagedisplay led panel vivid pictur engin detail pictur control ultra bright screen dynam contrast dynam backlightwarranti inform year comprehens warranti product year addit panel provid brand date purchaseinstallationwal mountingdemo arrang ah team xiaomi servic partner inform pleas call mi support toll free number pleas visit brand websit toll free numebr wall mount includ box charg extra time instal
0.0,1.0,0.0,0.0,productlink httpswwwamazonininchesfullandroidl43m6incblackdpb09jpc82qcrefsr145qid1672909125selectronicssr145,productlink httpswwwamazonininchesfullandroidlmincblackdpbjpcqcrefsrqidselectronicssr
0.0,1.0,0.0,0.0,productid b07jw1y6xv,productid bjwyxv
0.0,1.0,0.0,0.0,productnam wayona nylon braid 3a lightn usb sync fast charg data cabl iphon ipad 3 ft pack 1 black,productnam wayona nylon braid a lightn usb sync fast charg data cabl iphon ipad ft pack black
0.0,1.0,0.0,0.0,categori computersaccessoriesaccessoriesperipheralscablesaccessoriescablesusbc,categori computersaccessoriesaccessoriesperipheralscablesaccessoriescablesusbc
0.0,1.0,0.0,0.0,rate 42,rate
0.0,1.0,0.0,0.0,ratingcount 24269,ratingcount
